/*
/* "labels.csv" for the English language model.
/*
/* Following are the predefined labels :
/*
/*	";1,$;Concept;typeConcept;;0;",
/*	";1,$;Join;typeOther;;0;",
/*	";1,$;JoinReverse;typeOther;;0;",
/*	";1,$;NonRelevant;typeOther;;0;",
/*	";1,$;Punctuation;typeEndConcept;;0;",
/*	";1,$;Relation;typeRelation;;0;",
/*	";1,$;Numeric;typeOther;;0;",
/*	";1,$;Unknown;typeOther;;0;",
/*	";1,$;CapitalAll;typeAttribute;;0;",
/*	";1,$;CapitalInitial;typeAttribute;;0;",
/*	";1,$;CapitalMixed;typeAttribute;;0;",
/*	";1,$;NonSemantic;typeAttribute;;0;Entity(NonSemantic)",
/*	";1,$;User1;typeAttribute;;0;",
/*	";1,$;User2;typeAttribute;;0;",
/*	";1,$;User3;typeAttribute;;0;",
/*	";1,$;AlphaBetic;typeConcept;;0;",
/*	";1,$;Space;typeOther;;0;",
;1,65;ENCertConceptBegin;typeAttribute;used in rules as a temporary marker for the span of concept-type markers;0;;
;1,65;ENCertConceptStop;typeAttribute;used in rules as a temporary marker for the span of concept-type markers;0;;
;1,65,$;ENInCertspan;typeAttribute;marker for lexreps in a certainty span;0;;
;1,65,$;ENPossibility;typeAttribute;used to fine-tune Certainty;0;;

/* Generic attributes
;77;ENGeneric1ConceptBegin;typeAttribute;begin of generic1 attribute span for concept-type markers;0;;
;77;ENGeneric1ConceptStop;typeAttribute;end of generic1 attribute span for concept-type markers;0;;
;77;ENInGeneric1span;typeAttribute;marker for lexreps in generic1 attribute span;0;;
;77,$;ENNRGeneric1marker;typeAttribute;marker for generic1 attribute, allowing to make them Endrelation;0;;

;78;ENGeneric2ConceptBegin;typeAttribute;begin of generic2 attribute span for concept-type markers;0;;
;78;ENGeneric2ConceptStop;typeAttribute;end of generic2 attribute span for concept-type markers;0;;
;78;ENInGeneric2span;typeAttribute;marker for lexreps in generic2 attribute span;0;;
;78,$;ENNRGeneric2marker;typeAttribute;marker for generic2 attribute, allowing to make them Endrelation;0;;

;79;ENGeneric3ConceptBegin;typeAttribute;begin of generic3 attribute span for concept-type markers;0;;
;79;ENGeneric3ConceptStop;typeAttribute;end of generic3 attribute span for concept-type markers;0;;
;79;ENInGeneric3span;typeAttribute;marker for lexreps in generic3 attribute span;0;;
;79,$;ENNRGeneric3marker;typeAttribute;marker for generic3 attribute, allowing to make them Endrelation;0;;


/* General
;1,10,20,40,62,65,70,71,75,90,$;ENDummy;typeAttribute;dummy attribute to temporarily mark lexreps;0;added phase 10 and 20 and 40;
;40,55,65,70,71,77,78,79;ENDummy2;typeAttribute;extra dummy attribute;0;;
;71;ENDummy3;typeAttribute;extra dummy attribute;0;;
;40;PreferRelation;typeAttribute;default = Relation;0;
;55;ENCompare;typeAttribute;comparison;0;;
;60;ENCondition;typeAttribute;conditional conjunction;0;;
;10;ENComparative;typeAttribute;comparative form of adjective or adverb;0;;
;10;ENSuperlative;typeAttribute;superlative form of adjective or adverb;0;;
;20,25;Merged;typeAttribute;marker for result of Join;0;new;
;50,55,65,70,71,77,78,79;ENPrespart2;typeAttribute;present participle, label for use in phases after 40;0;;
;1,65,70,77,78,79,$;ENAttrStop;typeAttribute;general end-of-scope marker;0;;
;1,40;Name;typeAttribute;marker for names;0;;
/*;1,10,40,50,90,91,$;ENOrgUnit;typeConcept;"department", "university", "institute", etc.;0;added phase 10;
;1,10,40;ENOrgUnit;typeAttribute;"department", "university", "institute", etc.;0;;
;1,10,40,50;ENIntensifier;typeAttribute;second label to combine an adverb of degree with an adverb of time;0;;

/* Disambiguation
;1,40;NoVerb;typeAttribute;participles that can not be active past tense;0;;
;1,40;NoAdj;typeAttribute;participles that can not be adjectives;0;;
;1,40;PreCon;typeAttribute;lexrep that is always followed by a concept;0;;
;1,40;PostCon;typeAttribute;lexreps that is always preceded by a concept;0;;
;1,40;Disambi;typeAttribute;disambiguated lexrep;0;;
;1,40;MakeTypeConcept;typeAttribute;disambiguated lexrep;0;;
;1,40;MakeTypeRelation;typeAttribute;disambiguated lexrep;0;;
;10,20,40,50;ENConceptafternumber;typeAttribute;concept if preceded by a number;0;;
;1,20,40,50;ENConceptbeforenumber;typeAttribute;label for VerbCon-InfCon that will be concepts before numbers;0;;
;1,20,25,40;ENConIfCap;typeAttribute;make concept if capitalized;0;added phase 20;
;1,40;ENConIfCapAll;typeAttribute;make concept if capitalized;0;;
;1,40;ENConIfCap1;typeAttribute;make concept if capitalized - for one-letter-words;0;;
;1,10;ENDo;typeAttribute;forms of 'to do' without negation;0;;
;10;AfterEither;typeAttribute;'or' preceded by 'either';0;;
;10,40,55;V3;typeAttribute;for verbs with valence 3;0;added phase 10;
;40;V1;typeAttribute;for intransitive verbs;0;;
;40;V2;typeAttribute;for transitive verbs;0;;
;70,77,78,79;ENBracketsConcept;typeAttribute;marks bracket of Concept between brackets;0;;
;1,40;ENSForm;typeAttribute;non-lexrep ending in -s;0;;
;1,40,50;ENVerbConThat;typeAttribute;verbs/nouns that become relation before 'that';0;;
;20,25,40,91;CStarter;typeAttribute;concept-starter -> can become beginconcept depending on context;0;new;
;90,91;CStarter2;typeAttribute;concept-starter -> can become beginconcept depending on context, temporary copy of CStarter, to be replaced by CStarter later;0;new;
;91;RStarter;typeAttribute;relation-starter;0;


/* Sentence structure
;50,55,60,65,70,75,77,78,79;ENList;typeAttribute;attribute for items in an enumeration;0;;
;55,60,65,70,71,75,77,78,79,$;ENPBegin;typeAttribute;for sentence structure detection;0;;
;40,55;ENWithSObj;typeAttribute;for verbs that tend to take a sentence as object;0;;
;40,55,60,65,$;ENWithToInf1;typeAttribute;for verbs that tend to take to+inf as object immediately after the labeled lexrep;0;;
;55,60,65,$;ENWithToInf2;typeAttribute;for verbs that tend to take to+inf as object;0;;
;10,40;ENWithInf;typeAttribute;for verbs that can act as an auxiliary+inf;0;new;
;65,70,77,78,79;ENSubord;typeAttribute;beginning of subordinate clause;0;;
;40;VerbWithOf;typeAttribute;verbs that are combined with 'of';0;;
;1,$;Title;typeAttribute;sentence recognized as title;0;;
;1,40,60,$;Verbless;typeAttribute;sentence without conjugated verb;0;
;1,$;MV;typeAttribute;main verb;0;
;40;Titlecase;typeAttribute;marker for all words in a sentence with title case;0;
;40;NP;typeAttribute;element in noun phrase;0;
;40;PP;typeAttribute;element in prepositional phrase;0;
;40;Substart;typeAttribute;word that can start a subordinate phrase;0;

/* Semantic
;25,40,75,$;ENDirection;typeAttribute;directions - NESW;0;;




